id	organism	seedid	kingdom	phylum	class	order	family	genus	oxygenstat	metabolism	gram	mtype	genes	reactions	metabolites	draftcreator	draftcreated	phenotype	imgid	ncbiid	platform	kbaseid	species	file	taxa_id
Enterococcus_casseliflavus_ATCC_12755	Enterococcus casseliflavus ATCC 12755	Enterococcus casseliflavus ATCC 12755 (888066.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Facultative anaerobe	Saccharolytic, fermentative	Positive	Commensal	1001	1317	1001	Laura Kutt	04/18/16			888066.0	Kbase	kb|g.3600	casseliflavus	agora/Enterococcus_casseliflavus_ATCC_12755.xml	37734.0
Enterococcus_cecorum_DSM_20682	Enterococcus cecorum DSM 20682 = ATCC 43198	Enterococcus cecorum DSM 20682 = ATCC 43198 (1121864.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Facultative anaerobe	Saccharolytic, fermentative	Positive	Commensal	741	1284	961	Laura Kutt	04/18/16		2541047997.0	1121864.0	Kbase	kb|g.29600	cecorum	agora/Enterococcus_cecorum_DSM_20682.xml	44008.0
Enterococcus_dispar_ATCC_51266	Enterococcus dispar ATCC 51266	Enterococcus dispar ATCC 51266 (1139219.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Facultative anaerobe	Saccharolytic, fermentative	Positive	Commensal	790	1270	949	Laura Kutt	04/18/16		2545824666.0	1139219.0	Kbase	kb|g.29867	dispar	agora/Enterococcus_dispar_ATCC_51266.xml	44009.0
Enterococcus_durans_ATCC_6056	Enterococcus durans ATCC 6056	Enterococcus durans ATCC 6056 (1140001.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Facultative anaerobe	Saccharolytic, fermentative	Positive	Commensal	759	1197	901	Laura Kutt	04/18/16		2545824655.0	1140001.0	Kbase	kb|g.29871	durans	agora/Enterococcus_durans_ATCC_6056.xml	53345.0
Enterococcus_faecalis_OG1RF_ATCC_47077	Enterococcus faecalis OG1RF, ATCC 47077	Enterococcus faecalis OG1RF (474186.5)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Facultative anaerobe	Saccharolytic, fermentative	Positive	Commensal	738	1174	868	Eugen Bauer	08/03/14	1.0	2511231133.0	474186.0	Kbase		faecalis	agora/Enterococcus_faecalis_OG1RF_ATCC_47077.xml	1351.0
Enterococcus_faecalis_TX0104	Enterococcus faecalis TX0104	Enterococcus faecalis TX0104 (491074.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Facultative anaerobe	Saccharolytic, fermentative	Positive	Commensal	776	1686	1156	Ines Thiele	04/20/12	1.0	643886065.0	491074.0	Kbase		faecalis	agora/Enterococcus_faecalis_TX0104.xml	1351.0
Enterococcus_faecalis_TX1322	Enterococcus faecalis TX1322	Enterococcus faecalis TX1322 (525278.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Facultative anaerobe	Saccharolytic, fermentative	Positive	Commensal	807	1709	1176	Ines Thiele	09/06/12	5.0	643886064.0	525278.0	Kbase		faecalis	agora/Enterococcus_faecalis_TX1322.xml	1351.0
Enterococcus_faecalis_TX2134	Enterococcus faecalis TX2134	Enterococcus faecalis TX2134 (749518.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Facultative anaerobe	Saccharolytic, fermentative	Positive	Commensal	759	1103	848	Ines Thiele	06/29/12	5.0	648276641.0	749518.0	Kbase		faecalis	agora/Enterococcus_faecalis_TX2134.xml	1351.0
Enterococcus_faecalis_V583	Enterococcus faecalis V583	Enterococcus faecalis V583 (226185.9)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Facultative anaerobe	Saccharolytic, fermentative	Positive	Commensal	772	1204	894	Eugen Bauer	09/03/14	3.0	637000101.0	226185.0	Kbase		faecalis	agora/Enterococcus_faecalis_V583.xml	1351.0
Enterococcus_faecium_TX1330	Enterococcus faecium TX1330	Enterococcus faecium TX1330 (525279.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Facultative anaerobe	Saccharolytic, fermentative	Positive	Probiotic	705	1528	1049	Ines Thiele	09/06/12	2.0	643886120.0	525279.0	ModelSEED		faecium	agora/Enterococcus_faecium_TX1330.xml	1352.0
Enterococcus_gallinarum_EG2	Enterococcus gallinarum EG2	Enterococcus gallinarum EG2 (565653.4)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Facultative anaerobe	Saccharolytic, fermentative	Positive	Commensal	871	1343	986	Laura Kutt	05/29/16		647533156.0	565653.0	ModelSEED	kb|g.2381	gallinarum	agora/Enterococcus_gallinarum_EG2.xml	1353.0
Enterococcus_hirae_ATCC_9790	Enterococcus hirae ATCC 9790	Enterococcus hirae ATCC 9790 (768486.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Facultative anaerobe	Saccharolytic, fermentative	Positive	Commensal	748	1185	911	Laura Kutt	04/18/16		2521172711.0	768486.0	Kbase	kb|g.27747	hirae	agora/Enterococcus_hirae_ATCC_9790.xml	1354.0
Enterococcus_phoeniculicola_ATCC_BAA_412	Enterococcus phoeniculicola ATCC BAA-412	Enterococcus phoeniculicola ATCC BAA-412 (1158610.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Facultative anaerobe	Saccharolytic, fermentative	Positive	Commensal	996	1274	985	Laura Kutt	04/18/16		2545824659.0	1158610.0	Kbase	kb|g.30366	phoeniculicola	agora/Enterococcus_phoeniculicola_ATCC_BAA_412.xml	154621.0
Enterococcus_saccharolyticus_DSM8903	Enterococcus saccharolyticus DSM8903		Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Facultative anaerobe	Saccharolytic, fermentative	Positive	Commensal	575	1115	924	Laura Kutt	04/18/16		640427106.0	351627.0	ModelSEED	kb|g.1031	saccharolyticus	agora/Enterococcus_saccharolyticus_DSM8903.xml	41997.0
Enterococcus_sp_7L76	Enterococcus sp. 7L76	Enterococcus sp. 7L76 (657310.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Facultative anaerobe	Saccharolytic, fermentative	Positive	Commensal	782	1495	1092	Ines Thiele	06/25/12	2.0	650377930.0	657310.0	ModelSEED			agora/Enterococcus_sp_7L76.xml	1350.0
Erysipelotrichaceae_bacterium_5_2_54FAA	Erysipelotrichaceae bacterium 5_2_54FAA	Erysipelotrichaceae bacterium 5_2_54FAA (552396.3)	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unclassified Erysipelotrichaceae	Obligate anaerobe	Uncharacterized	Uncharacterized	Uncharacterized	615	1244	983	Ines Thiele	06/29/12	2.0	2562617161.0	552396.0	ModelSEED			agora/Erysipelotrichaceae_bacterium_5_2_54FAA.xml	433334.0
Erysipelotrichaceae_bacterium_sp_3_1_53	Erysipelotrichaceae bacterium sp. 3_1_53	Erysipelotrichaceae bacterium 3_1_53 (658659.3)	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unclassified Erysipelotrichaceae	Obligate anaerobe	Uncharacterized	Uncharacterized	Uncharacterized	1001	1057	880	Ines Thiele	06/29/12	2.0	649989945.0	658659.0	ModelSEED			agora/Erysipelotrichaceae_bacterium_sp_3_1_53.xml	433334.0
Escherichia_albertii_KF1	Escherichia albertii KF1		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Facultative anaerobe	Fermentative, respiratory	Negative		1157	1724	1150	Laura Kutt	04/18/16		2558860274.0	1440052.0	Kbase	kb|g.214925	albertii	agora/Escherichia_albertii_KF1.xml	208962.0
Escherichia_albertii_TW07627	Escherichia albertii TW07627	Escherichia albertii TW07627 (502347.3)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Facultative anaerobe	Fermentative, respiratory	Negative		1236	1734	1172	Laura Kutt	05/29/16			502347.0	Kbase	kb|g.1841	albertii	agora/Escherichia_albertii_TW07627.xml	208962.0
Escherichia_coli_O157_H7_str_Sakai	Escherichia coli O157:H7 str. Sakai	Escherichia coli O157:H7 str. Sakai (386585.9)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Facultative anaerobe	Fermentative or respiratory, various carbohydrates, amino acids and TCA cycle intermediates used	Negative	Pathogen	1195	2283	1418	Ines Thiele	08/07/12	1.0	2551306491.0	386585.0	Kbase		coli	agora/Escherichia_coli_O157_H7_str_Sakai.xml	562.0
Escherichia_coli_SE11	Escherichia coli SE11	Escherichia coli SE11 (409438.11)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Facultative anaerobe	Fermentative or respiratory, various carbohydrates, amino acids and TCA cycle intermediates used	Negative	Commensal	1226	1822	1163	Eugen Bauer	09/03/14	1.0	643348551.0	409438.0	Kbase		coli	agora/Escherichia_coli_SE11.xml	562.0
Escherichia_coli_str_K_12_substr_MG1655	Escherichia coli str. K-12 substr. MG1655	Escherichia coli str. K-12 substr. MG1655 (511145.12)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Facultative anaerobe	Fermentative or respiratory, various carbohydrates, amino acids and TCA cycle intermediates used	Negative	Commensal	1193	1795	1152	Ines Thiele	06/29/12	1.0	2554235122.0	511145.0	Kbase		coli	agora/Escherichia_coli_str_K_12_substr_MG1655.xml	562.0
Escherichia_coli_UTI89_UPEC	Escherichia coli UTI89 (UPEC)	Escherichia coli UTI89 (364106.8)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Facultative anaerobe	Fermentative or respiratory, various carbohydrates, amino acids and TCA cycle intermediates used	Negative	Pathogen	1262	2283	1413	Ines Thiele	08/07/12	1.0	637000109.0	364106.0	Kbase		coli	agora/Escherichia_coli_UTI89_UPEC.xml	562.0
Escherichia_fergusonii_ATCC_35469	Escherichia fergusonii ATCC 35469	Escherichia fergusonii ATCC 35469 (585054.5)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Facultative anaerobe	Fermentative, respiratory	Negative		1254	1787	1214	Laura Kutt	04/18/16		643692022.0	585054.0	Kbase	kb|g.2499	fergusonii	agora/Escherichia_fergusonii_ATCC_35469.xml	564.0
Escherichia_hermannii_NBRC_105704	Escherichia hermannii NBRC 105704	Escherichia hermannii NBRC 105704 (1115512.3)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Facultative anaerobe	Fermentative, respiratory	Negative	Commensal	1264	1693	1177	Laura Kutt	04/18/16		2514752030.0	1115512.0	Kbase	kb|g.24323	hermannii	agora/Escherichia_hermannii_NBRC_105704.xml	565.0
Escherichia_sp_1_1_43	Escherichia sp. 1_1_43	Escherichia sp. 1_1_43 (457400.3)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Facultative anaerobe	Fermentative or respiratory	Negative	Commensal	597	1647	1145	Ines Thiele	09/06/12	1.0	646206261.0	457400.0	Kbase			agora/Escherichia_sp_1_1_43.xml	561.0
Escherichia_sp_3_2_53FAA	Escherichia sp. 3_2_53FAA	Escherichia sp. 3_2_53FAA (469598.5)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Facultative anaerobe	Fermentative or respiratory	Negative	Commensal	1256	1738	1125	Ines Thiele	09/06/12	1.0	646206259.0	469598.0	Kbase			agora/Escherichia_sp_3_2_53FAA.xml	561.0
Escherichia_sp_4_1_40B	Escherichia sp. 4_1_40B	Escherichia sp. 4_1_40B (457401.3)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Facultative anaerobe	Fermentative or respiratory	Negative	Commensal	1205	2287	1421	Ines Thiele	09/06/12	1.0	2562617151.0	457401.0	Kbase			agora/Escherichia_sp_4_1_40B.xml	561.0
Eubacterium_biforme_DSM_3989	Eubacterium biforme DSM 3989	Eubacterium biforme DSM 3989 (518637.5)	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	547	1585	1100	Ines Thiele	09/06/12	1.0	642979360.0	518637.0	Kbase		biforme	agora/Eubacterium_biforme_DSM_3989.xml	
Eubacterium_brachy_ATCC_33089	Eubacterium brachy ATCC 33089		Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Incertae Sedis XIII	Eubacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	383	973	795	Laura Kutt	04/18/16		2558860285.0	1321814.0	Kbase	kb|g.209880	brachy	agora/Eubacterium_brachy_ATCC_33089.xml	35517.0
Eubacterium_cellulosolvens_6	Eubacterium cellulosolvens 6	Eubacterium cellulosolvens 6 (633697.3)	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eubacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	665	1203	972	Laura Kutt	04/18/16			633697.0	Kbase	kb|g.2673	cellulosolvens	agora/Eubacterium_cellulosolvens_6.xml	29322.0
Eubacterium_cylindroides_T2_87	Eubacterium cylindroides T2-87	Eubacterium cylindroides T2-87 (717960.3)	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	463	994	778	chenry	09/10/14		650377935.0	717960.0	Kbase	kb|g.3100	cylindroides	agora/Eubacterium_cylindroides_T2_87.xml	39483.0
Eubacterium_desmolans_ATCC_43058	Eubacterium desmolans ATCC 43058		Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Eubacterium	Obligate anaerobe		Positive		591	1145	955	Laura Kutt	04/18/16			1408437.0	Kbase	kb|g.241166	desmolans	agora/Eubacterium_desmolans_ATCC_43058.xml	39484.0
Eubacterium_dolichum_DSM_3991	Eubacterium dolichum DSM 3991	Eubacterium dolichum DSM 3991 (428127.7)	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unclassified Erysipelotrichaceae	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	516	1553	1046	Ines Thiele	09/06/12	1.0	641380446.0	428127.0	Kbase		dolichum	agora/Eubacterium_dolichum_DSM_3991.xml	
Eubacterium_eligens_ATCC_27750	Eubacterium eligens ATCC 27750	Eubacterium eligens ATCC 27750 (515620.4)	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eubacterium	Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	658	1175	960	Laura Kutt	04/18/16		644736366.0	515620.0	Kbase	kb|g.1895	eligens	agora/Eubacterium_eligens_ATCC_27750.xml	39485.0
Eubacterium_hallii_DSM_3353	Eubacterium hallii DSM 3353	Eubacterium hallii DSM 3353 (411469.3)	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Obligate anaerobe	Saccharolytic, fermentative, acetate and lactate converted to butyrate	Positive	Commensal	686	1647	1189	Ines Thiele	04/20/12	4.0	643886203.0	411469.0	Kbase		hallii	agora/Eubacterium_hallii_DSM_3353.xml	39488.0
Eubacterium_hallii_L2_7	Eubacterium hallii L2-7		Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	670	1177	940	Laura Kutt	04/18/16		643886203.0	411487.0	Kbase	kb|g.1364	hallii	agora/Eubacterium_hallii_L2_7.xml	39488.0
Eubacterium_limosum_KIST612	Eubacterium limosum KIST612	Eubacterium limosum KIST612 (903814.3)	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	887	1339	1026	Laura Kutt	04/18/16		649633044.0	903814.0	Kbase	kb|g.3647	limosum	agora/Eubacterium_limosum_KIST612.xml	1736.0
Eubacterium_ramulus_ATCC_29099	Eubacterium ramulus ATCC 29099		Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Obligate anaerobe	Saccharolytic, fermentative, acetate converted to butyrate	Positive	Commensal	681	1129	910	chenry	09/09/14			1256908.0	Kbase	kb|g.208433	ramulus	agora/Eubacterium_ramulus_ATCC_29099.xml	39490.0
Eubacterium_rectale_ATCC_33656	Eubacterium rectale ATCC 33656	Eubacterium rectale DSM 17629 (657318.4)	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified Lachnospiraceae	Obligate anaerobe	Saccharolytic, fermentative, acetate converted to butyrate	Positive	Commensal	703	1238	953	Eugen Bauer	08/03/14	4.0	644736367.0	515619.0	Kbase		rectale	agora/Eubacterium_rectale_ATCC_33656.xml	
Eubacterium_rectale_M104_1	Eubacterium rectale M104/1	Eubacterium rectale M104/1 (657317.3)	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified Lachnospiraceae	Obligate anaerobe	Saccharolytic, fermentative, acetate converted to butyrate	Positive	Commensal	656	1104	904	Ines Thiele	04/20/12	4.0	650377937.0	657317.0	Kbase		rectale	agora/Eubacterium_rectale_M104_1.xml	
Eubacterium_saphenum_ATCC_49989	Eubacterium saphenum ATCC 49989	Eubacterium saphenum ATCC 49989 (592031.3)	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Incertae Sedis XIII	Eubacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	351	849	734	Laura Kutt	04/18/16			592031.0	Kbase	kb|g.2572	saphenum	agora/Eubacterium_saphenum_ATCC_49989.xml	51123.0
Eubacterium_siraeum_70_3	Eubacterium siraeum 70/3	Eubacterium siraeum 70/3 (657319.3)	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	516	1687	1093	Ines Thiele	06/25/12	1.0	650377938.0	657319.0	Kbase		siraeum	agora/Eubacterium_siraeum_70_3.xml	
Eubacterium_siraeum_DSM_15702	Eubacterium siraeum DSM 15702	Eubacterium siraeum DSM 15702 (428128.7)	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	500	864	717	Ines Thiele	09/06/12	3.0	641736184.0	428128.0	Kbase		siraeum	agora/Eubacterium_siraeum_DSM_15702.xml	
Eubacterium_sulci_ATCC_35585	Eubacterium sulci ATCC 35585		Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Incertae Sedis XIII	Eubacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	453	1051	852	Laura Kutt	04/18/16		2558860286.0	888727.0	Kbase	kb|g.216330	sulci	agora/Eubacterium_sulci_ATCC_35585.xml	143393.0
Eubacterium_ventriosum_ATCC_27560	Eubacterium ventriosum ATCC 27560	Eubacterium ventriosum ATCC 27560 (411463.4)	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	553	1389	1066	Ines Thiele	04/20/12	2.0	640963022.0	411463.0	Kbase		ventriosum	agora/Eubacterium_ventriosum_ATCC_27560.xml	39496.0
Exiguobacterium_aurantiacum_DSM_6208	Exiguobacterium aurantiacum DSM 6208		Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales Incertae Sedis XII	Exiguobacterium	Facultative anaerobe	Saccharolytic, non-fermentative	Positive		766	1353	1044	Laura Kutt	04/17/16		2562617001.0	1397694.0	Kbase	kb|g.241173	aurantiacum	agora/Exiguobacterium_aurantiacum_DSM_6208.xml	33987.0
Faecalibacterium_cf_prausnitzii_KLE1255	Faecalibacterium cf. prausnitzii KLE1255	Faecalibacterium cf. prausnitzii KLE1255 (748224.3)	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Obligate anaerobe	Saccharolytic, fermentative, acetate converted to butyrate	Structurally positive but stains negative	Commensal	647	1432	1080	Ines Thiele	06/29/12	5.0	649989951.0	748224.0	Kbase		cf.	agora/Faecalibacterium_cf_prausnitzii_KLE1255.xml	
Faecalibacterium_prausnitzii_A2_165	Faecalibacterium prausnitzii A2-165	Faecalibacterium prausnitzii A2-165 (411483.3)	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Obligatory anaerobe	Saccharolytic, fermentative, acetate converted to butyrate	Structurally positive but stains negative	Commensal	641	1225	921					411483.0	Kbase	kb|g.1372	prausnitzii	agora/Faecalibacterium_prausnitzii_A2_165.xml	853.0
Faecalibacterium_prausnitzii_L2_6	Faecalibacterium prausnitzii L2-6	Faecalibacterium prausnitzii L2-6 (718252.3)	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Obligate anaerobe	Saccharolytic, fermentative, acetate converted to butyrate	Structurally positive but stains negative	Commensal	637	1426	1071	Ines Thiele	08/07/12	1.0	650377941.0	718252.0	Kbase		prausnitzii	agora/Faecalibacterium_prausnitzii_L2_6.xml	853.0
Faecalibacterium_prausnitzii_M21_2	Faecalibacterium prausnitzii M21/2	Faecalibacterium prausnitzii M21/2 (411485.10)	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Obligate anaerobe	Saccharolytic, fermentative, acetate converted to butyrate	Structurally positive but stains negative	Commensal	742	1767	1230	Laura Kutt	04/18/16			411485.0	Kbase	kb|g.1374	prausnitzii	agora/Faecalibacterium_prausnitzii_M21_2.xml	853.0
Faecalibacterium_prausnitzii_SL3_3	Faecalibacterium prausnitzii SL3/3	Faecalibacterium prausnitzii SL3/3 (657322.3)	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Obligate anaerobe	Saccharolytic, fermentative, acetate converted to butyrate	Structurally positive but stains negative	Commensal	731	1227	947	Laura Kutt	04/18/16		650377940.0	657322.0	Kbase	kb|g.2830	prausnitzii	agora/Faecalibacterium_prausnitzii_SL3_3.xml	853.0
Filifactor_alocis_ATCC_35896	Filifactor alocis ATCC 35896	Filifactor alocis ATCC 35896 (546269.3)	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Filifactor	Obligate anaerobe		Negative		439	1015	814	Laura Kutt	04/18/16		2511231077.0	546269.0	Kbase	kb|g.26890	alocis	agora/Filifactor_alocis_ATCC_35896.xml	143361.0
Finegoldia_magna_ATCC_29328	Finegoldia magna ATCC 29328	Finegoldia magna ATCC 29328 (334413.6)	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Obligate anaerobe	Asaccharolytic, peptone and amino acid converted to acetate	Positive		453	900	730	Laura Kutt	04/18/16		641522627.0	334413.0	Kbase	kb|g.927	magna	agora/Finegoldia_magna_ATCC_29328.xml	1260.0
Flavonifractor_plautii_ATCC_29863	Flavonifractor plautii ATCC 29863		Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive		744	1207	970	Laura Kutt	04/18/16		2513237287.0	411475.0	Kbase	kb|g.26645	plautii	agora/Flavonifractor_plautii_ATCC_29863.xml	292800.0
Fusobacterium_gonidiaformans_3_1_5R	Fusobacterium gonidiaformans 3-1-5R	Fusobacterium sp. 3_1_5R (469605.3)	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Obligate anaerobe	Saccharolytic, proteolytic, fermentative	Negative	Commensal	524	979	819	Ines Thiele	06/29/12	2.0	645951866.0	469605.0	Kbase		gonidiaformans	agora/Fusobacterium_gonidiaformans_3_1_5R.xml	849.0
Fusobacterium_gonidiaformans_ATCC_25563	Fusobacterium gonidiaformans ATCC 25563	Fusobacterium gonidiaformans ATCC 25563 (469615.3)	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Obligate anaerobe	Saccharolytic, proteolytic, fermentative	Negative	Commensal	528	975	816	Ines Thiele	09/06/12	1.0	645951804.0	469615.0	Kbase		gonidiaformans	agora/Fusobacterium_gonidiaformans_ATCC_25563.xml	849.0
Fusobacterium_mortiferum_ATCC_9817	Fusobacterium mortiferum ATCC 9817	Fusobacterium mortiferum ATCC 9817 (469616.3)	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Obligate anaerobe	Saccharolytic, proteolytic, fermentative	Negative	Commensal	727	1717	1201	Ines Thiele	09/06/12	1.0	646206254.0	469616.0	ModelSEED		mortiferum	agora/Fusobacterium_mortiferum_ATCC_9817.xml	850.0
Fusobacterium_necrophorum_D12	Fusobacterium necrophorum D12	Fusobacterium sp. D12 (556263.3)	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Obligate anaerobe	Saccharolytic, proteolytic, fermentative	Negative	Pathogen	601	1053	843	Ines Thiele	09/06/12	1.0	2562617180.0	556263.0	ModelSEED		necrophorum	agora/Fusobacterium_necrophorum_D12.xml	859.0
Fusobacterium_nucleatum_subsp_animalis_3_1_33	Fusobacterium nucleatum subsp. animalis 3_1_33	Fusobacterium sp. 3_1_33 (469603.3)	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Obligate anaerobe	Saccharolytic, proteolytic, fermentative	Negative	Commensal	562	975	816	Ines Thiele	06/29/12	1.0	2562617153.0	469603.0	Kbase		nucleatum	agora/Fusobacterium_nucleatum_subsp_animalis_3_1_33.xml	851.0
Fusobacterium_nucleatum_subsp_animalis_7_1	Fusobacterium nucleatum subsp. animalis 7_1	Fusobacterium sp. 7_1 (457405.3)	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Obligate anaerobe	Saccharolytic, proteolytic, fermentative	Negative	Commensal	556	984	818	Ines Thiele	09/06/12	3.0	646206252.0	457405.0	Kbase		nucleatum	agora/Fusobacterium_nucleatum_subsp_animalis_7_1.xml	851.0
Fusobacterium_nucleatum_subsp_animalis_D11	Fusobacterium nucleatum subsp. animalis D11	Fusobacterium sp. D11 (556264.3)	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Obligate anaerobe	Saccharolytic, proteolytic, fermentative	Negative	Commensal	581	983	818	Ines Thiele	09/06/12	3.0	645058833.0	556264.0	Kbase		nucleatum	agora/Fusobacterium_nucleatum_subsp_animalis_D11.xml	851.0
Fusobacterium_nucleatum_subsp_nucleatum_ATCC_25586	Fusobacterium nucleatum subsp. nucleatum ATCC 25586	Fusobacterium nucleatum subsp. nucleatum ATCC 25586 (190304.8)	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Obligate anaerobe	Saccharolytic, proteolytic, fermentative	Negative	Commensal	540	1097	865	chenry	12/16/2014			190304.0	Kbase	kb|g.191	nucleatum	agora/Fusobacterium_nucleatum_subsp_nucleatum_ATCC_25586.xml	851.0
